date,meal,kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g
2024-02-18,Snack,1001.42,56.99,75.49,51.27,8.09,25.14
2024-02-19,Mittagessen,623.07,55.12,57.1,17.39,7.9,6.94
2024-02-19,Snack,708.32,28.4,120.92,15.33,10.36,59.35
2024-02-20,FrÃ¼hstÃ¼ck,412.12,7.6,80.97,6.08,6.51,34.14
2024-02-20,Abendessen,393.6,30.4,1.6,30.4,0.0,1.6
2024-02-20,Mittagessen,808.93,26.57,77.83,42.35,4.23,3.76
2024-02-20,Snack,200.2,19.8,15.95,8.25,3.85,1.21
2024-02-21,FrÃ¼hstÃ¼ck,393.6,30.4,1.6,30.4,0.0,1.6
2024-02-21,Abendessen,247.14,32.68,1.03,12.04,0.14,0.14
2024-02-21,Mittagessen,961.7,64.1,34.27,61.68,2.73,4.59
2024-02-21,Snack,184.5,4.0,37.0,2.0,0.0,0.0
2024-02-22,FrÃ¼hstÃ¼ck,248.8,7.34,44.31,5.93,0.1,42.61
2024-02-22,Abendessen,540.96,43.32,26.67,26.96,6.51,2.41
2024-02-22,Mittagessen,399.9,17.8,73.76,2.3,5.0,1.48
2024-02-22,Snack,475.8,37.05,2.92,35.1,0.0,2.92
2024-02-23,FrÃ¼hstÃ¼ck,730.25,60.3,71.8,20.29,10.14,14.39
2024-02-23,Abendessen,145.8,5.77,16.35,6.44,0.0,0.0
2024-02-23,Mittagessen,1094.58,56.82,141.74,29.41,1.13,19.73
2024-02-24,FrÃ¼hstÃ¼ck,1201.45,95.28,77.26,56.15,8.84,37.45
2024-02-24,Abendessen,700.0,44.0,72.0,28.0,0.0,0.0
2024-02-24,Mittagessen,64.6,0.73,17.05,0.26,0.09,17.05
2024-02-25,Abendessen,830.07,75.52,57.4,31.19,7.9,6.94
2024-02-25,Snack,798.68,32.75,43.58,53.75,1.91,27.52
2024-02-26,FrÃ¼hstÃ¼ck,579.4,31.35,36.14,33.61,4.42,3.33
2024-02-26,Mittagessen,677.15,49.92,71.94,17.33,3.73,7.32
2024-02-26,Snack,586.58,47.6,48.63,25.95,7.7,2.42
2024-02-27,FrÃ¼hstÃ¼ck,612.5,35.18,24.64,41.73,0.0,22.9
2024-02-27,Abendessen,650.0,56.19,16.75,38.21,0.0,0.0
2024-02-27,Mittagessen,1009.13,46.37,93.78,50.6,8.08,4.97
2024-02-28,FrÃ¼hstÃ¼ck,590.4,45.6,2.4,45.6,0.0,2.4
2024-02-28,Abendessen,1049.5,65.85,55.0,62.05,0.0,13.95
2024-02-28,Mittagessen,634.5,32.85,54.0,31.05,0.0,13.95
2024-02-28,Snack,241.5,5.46,36.4,8.19,0.0,0.0
2024-02-29,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-02-29,Abendessen,980.0,61.6,100.8,39.2,0.0,0.0
2024-02-29,Mittagessen,918.65,55.38,108.34,25.52,3.73,7.32
2024-02-29,Snack,116.55,1.13,12.52,6.87,0.0,12.52
2024-03-01,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-01,Abendessen,420.0,16.5,78.0,7.5,0.0,0.0
2024-03-01,Mittagessen,883.5,84.06,74.79,25.05,8.19,7.44
2024-03-01,Snack,241.5,5.46,36.4,8.19,0.0,0.0
2024-03-02,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-02,Abendessen,501.0,21.31,69.81,13.2,3.97,2.22
2024-03-02,Mittagessen,789.65,50.38,46.03,43.55,3.42,5.17
2024-03-02,Snack,168.0,1.5,39.6,1.0,0.5,18.6
2024-03-03,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-03,Abendessen,473.6,40.2,73.43,1.55,8.0,13.43
2024-03-03,Mittagessen,699.32,51.32,19.32,46.14,0.6,4.26
2024-03-04,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-04,Abendessen,386.38,27.8,32.68,17.7,3.85,1.21
2024-03-04,Mittagessen,885.85,59.46,5.98,68.86,1.94,5.07
2024-03-05,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-05,Abendessen,666.4,19.36,73.5,31.85,0.0,0.0
2024-03-05,Mittagessen,677.15,49.92,71.94,17.33,3.73,7.32
2024-03-05,Snack,303.7,43.8,16.7,8.25,3.85,1.21
2024-03-06,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-06,Abendessen,441.9,42.0,7.59,27.0,1.35,4.65
2024-03-06,Mittagessen,775.43,38.98,42.15,47.91,8.02,11.99
2024-03-06,Snack,418.7,60.3,16.7,14.2,4.42,2.18
2024-03-07,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-07,Abendessen,399.9,16.14,36.4,21.03,0.0,0.0
2024-03-07,Mittagessen,677.15,49.92,71.94,17.33,3.73,7.32
2024-03-07,Snack,874.8,60.48,37.24,53.74,1.1,7.98
2024-03-08,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-08,Abendessen,134.64,9.08,0.0,10.91,0.0,0.0
2024-03-08,Mittagessen,856.45,53.73,76.06,35.48,8.87,5.13
2024-03-08,Snack,213.0,40.5,0.75,5.4,1.5,0.75
2024-03-09,FrÃ¼hstÃ¼ck,850.45,96.92,54.95,25.25,10.24,15.14
2024-03-09,Abendessen,103.5,24.0,0.75,0.0,0.0,0.0
2024-03-09,Mittagessen,576.0,55.4,42.6,20.6,2.46,4.71
2024-03-09,Snack,80.0,2.0,20.0,0.0,0.0,0.0
2024-03-10,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-10,Abendessen,1239.1,90.06,53.05,73.67,6.79,14.96
2024-03-10,Snack,578.7,7.03,24.87,49.59,5.15,15.49
2024-03-11,FrÃ¼hstÃ¼ck,837.65,76.22,70.15,28.1,12.59,15.6
2024-03-11,Abendessen,1115.25,103.46,86.95,36.94,0.72,5.17
2024-03-11,Mittagessen,943.7,34.73,100.94,43.12,0.0,43.6
2024-03-12,FrÃ¼hstÃ¼ck,436.38,54.68,23.37,13.52,3.5,19.37
2024-03-12,Abendessen,585.48,67.4,36.59,18.6,0.0,15.84
2024-03-12,Mittagessen,664.0,46.66,47.55,30.65,0.0,0.0
2024-03-12,Snack,340.2,21.55,42.3,12.25,4.35,24.06
2024-03-13,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-13,Abendessen,1411.8,90.53,161.47,40.14,18.82,18.82
2024-03-13,Mittagessen,677.15,49.92,71.94,17.33,3.73,7.32
2024-03-13,Snack,276.0,20.0,0.4,21.6,0.0,0.08
2024-03-14,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-14,Abendessen,980.02,58.0,60.38,55.35,0.0,0.28
2024-03-14,Mittagessen,932.5,66.88,49.79,50.07,9.53,10.82
2024-03-15,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-15,Abendessen,1295.5,102.32,30.84,83.86,4.0,5.29
2024-03-15,Mittagessen,677.15,49.92,71.94,17.33,3.73,7.32
2024-03-15,Snack,605.7,48.07,39.76,27.16,1.5,14.1
2024-03-16,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-16,Abendessen,1106.6,41.64,151.17,32.79,9.88,35.92
2024-03-16,Mittagessen,732.75,29.97,86.33,27.69,6.12,1.38
2024-03-16,Snack,213.0,40.5,0.75,5.4,1.5,0.75
2024-03-17,FrÃ¼hstÃ¼ck,488.0,38.0,3.0,36.0,0.0,0.0
2024-03-17,Abendessen,1013.62,46.18,50.54,69.84,8.29,28.42
2024-03-17,Mittagessen,710.1,82.56,0.77,42.22,0.14,0.61
2024-03-17,Snack,575.85,33.37,16.33,39.85,9.17,16.03
2024-03-18,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-18,Abendessen,386.38,27.8,32.68,17.7,3.85,1.21
2024-03-18,Mittagessen,882.05,59.21,5.96,68.56,1.93,5.05
2024-03-18,Snack,375.0,33.9,39.6,5.1,6.4,3.1
2024-03-19,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-19,Abendessen,353.15,51.85,3.5,9.75,1.69,2.34
2024-03-19,Mittagessen,701.0,40.7,108.0,9.95,0.0,0.0
2024-03-19,Snack,93.25,18.6,1.48,1.18,0.0,0.7
2024-03-20,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-20,Abendessen,625.56,23.9,56.81,30.67,19.75,54.32
2024-03-20,Mittagessen,800.0,36.4,112.8,20.8,8.8,6.0
2024-03-20,Snack,699.65,67.09,45.1,23.01,2.44,2.34
2024-03-21,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-21,Abendessen,305.5,12.01,2.84,26.51,5.68,2.84
2024-03-21,Mittagessen,1536.5,92.34,159.43,45.56,4.5,7.75
2024-03-21,Snack,668.3,72.95,58.8,16.6,8.75,50.55
2024-03-22,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-22,Abendessen,860.0,32.56,72.3,44.88,19.75,6.24
2024-03-22,Mittagessen,1214.21,80.74,114.11,48.5,12.52,15.26
2024-03-22,Snack,846.1,62.58,33.73,49.91,0.0,13.23
2024-03-23,FrÃ¼hstÃ¼ck,881.45,75.42,55.7,37.85,8.74,15.89
2024-03-23,Abendessen,947.2,29.76,84.33,46.6,13.33,21.55
2024-03-23,Mittagessen,1446.41,104.69,109.45,60.44,9.81,30.99
2024-03-23,Snack,497.5,59.65,57.75,4.0,8.75,49.5
2024-03-24,FrÃ¼hstÃ¼ck,1056.71,62.89,35.7,71.95,10.0,32.55
2024-03-24,Abendessen,420.01,19.73,71.85,4.09,5.1,0.68
2024-03-24,Mittagessen,804.53,58.58,93.31,18.79,6.13,2.01
2024-03-24,Snack,181.5,25.0,19.35,1.0,0.0,18.6
2024-03-25,FrÃ¼hstÃ¼ck,475.9,57.35,16.01,20.97,0.0,14.31
2024-03-25,Abendessen,1019.58,46.92,80.58,50.6,5.17,5.35
2024-03-25,Mittagessen,623.07,55.12,57.1,17.39,7.9,6.94
2024-03-25,Snack,78.0,1.0,18.6,1.0,0.0,18.6
2024-03-26,FrÃ¼hstÃ¼ck,541.05,21.61,53.79,25.16,8.88,4.49
2024-03-26,Abendessen,626.1,61.75,19.35,28.0,5.46,5.66
2024-03-26,Mittagessen,804.53,58.58,93.31,18.79,6.13,2.01
2024-03-26,Snack,210.65,20.35,2.75,8.25,0.94,1.59
2024-03-27,FrÃ¼hstÃ¼ck,315.0,50.0,20.0,2.5,0.0,20.0
2024-03-27,Abendessen,1293.6,64.25,106.72,65.15,2.8,12.1
2024-03-27,Mittagessen,1510.8,129.66,138.22,45.69,9.18,4.51
2024-03-27,Snack,215.8,17.16,0.52,16.12,0.0,0.0
2024-03-28,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-28,Abendessen,383.76,20.54,38.82,14.16,8.8,21.21
2024-03-28,Mittagessen,804.53,58.58,93.31,18.79,6.13,2.01
2024-03-28,Snack,204.0,2.36,20.4,12.4,0.0,2.24
2024-03-29,FrÃ¼hstÃ¼ck,1119.75,69.99,118.96,37.81,14.75,59.9
2024-03-29,Abendessen,527.49,20.46,48.65,19.03,7.84,30.24
2024-03-29,Mittagessen,913.06,63.63,73.27,39.05,5.71,7.32
2024-03-29,Snack,189.14,25.73,9.15,4.96,0.0,1.07
2024-03-30,FrÃ¼hstÃ¼ck,943.15,67.23,76.3,38.56,12.95,17.29
2024-03-30,Mittagessen,510.0,117.75,0.0,3.5,0.0,0.0
2024-03-30,Snack,83.84,0.83,8.64,4.96,0.0,1.07
2024-03-31,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-03-31,Abendessen,1333.24,102.83,77.88,66.19,15.06,27.08
2024-03-31,Mittagessen,817.13,34.67,92.11,32.18,5.83,1.36
2024-03-31,Snack,103.5,24.0,0.75,0.0,0.0,0.0
2024-04-01,FrÃ¼hstÃ¼ck,1165.35,77.46,82.12,55.9,14.28,18.19
2024-04-01,Abendessen,816.18,52.17,52.43,45.17,3.2,4.73
2024-04-01,Mittagessen,221.35,46.6,4.42,2.1,0.18,3.98
2024-04-02,FrÃ¼hstÃ¼ck,617.29,69.87,56.96,13.07,5.9,29.53
2024-04-02,Abendessen,1202.88,54.13,82.28,66.51,8.58,7.05
2024-04-02,Mittagessen,1510.8,129.66,138.22,45.69,9.18,4.51
2024-04-02,Snack,220.24,11.88,5.48,17.2,0.41,5.06
2024-04-03,FrÃ¼hstÃ¼ck,531.8,20.56,93.17,7.15,6.0,38.17
2024-04-03,Abendessen,557.5,67.0,47.35,7.7,15.9,1.75
2024-04-03,Mittagessen,764.8,45.65,75.71,31.73,1.09,1.09
2024-04-03,Snack,720.75,28.52,28.76,53.77,8.52,4.26
2024-04-04,FrÃ¼hstÃ¼ck,835.24,60.98,22.59,50.1,24.27,6.84
2024-04-04,Abendessen,707.7,32.56,54.56,38.76,4.87,3.43
2024-04-04,Mittagessen,755.6,69.62,86.42,12.89,0.0,0.02
2024-04-04,Snack,276.0,6.24,41.6,9.36,0.0,0.0
2024-04-05,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-04-05,Mittagessen,375.53,43.61,8.86,17.35,0.01,1.5
2024-04-05,Snack,649.43,43.8,0.56,51.79,0.0,0.32
2024-04-06,FrÃ¼hstÃ¼ck,482.68,51.66,37.28,12.42,0.0,22.14
2024-04-06,Abendessen,1290.77,66.2,94.73,70.38,2.28,6.86
2024-04-06,Mittagessen,781.2,39.9,58.8,40.74,0.0,0.0
2024-04-06,Snack,488.4,30.3,73.53,1.35,22.95,69.56
2024-04-07,FrÃ¼hstÃ¼ck,315.0,50.0,20.0,2.5,0.0,20.0
2024-04-07,Abendessen,437.4,34.02,1.3,32.4,0.0,1.3
2024-04-07,Mittagessen,1421.5,86.7,142.05,59.9,5.96,9.11
2024-04-08,FrÃ¼hstÃ¼ck,872.34,24.35,113.89,35.05,14.47,38.01
2024-04-08,Abendessen,946.83,82.26,92.11,28.19,1.5,1.6
2024-04-08,Mittagessen,877.08,58.87,5.92,68.17,1.92,5.02
2024-04-08,Snack,173.0,6.0,23.0,6.0,2.5,1.0
2024-04-09,FrÃ¼hstÃ¼ck,302.1,48.56,15.99,4.15,0.0,12.07
2024-04-09,Abendessen,156.6,32.4,0.0,1.98,0.0,0.0
2024-04-09,Mittagessen,2422.8,281.36,57.15,111.96,0.06,9.7
2024-04-09,Snack,376.5,28.5,1.5,28.5,0.0,1.5
2024-04-10,FrÃ¼hstÃ¼ck,904.45,59.69,122.72,20.84,16.54,51.08
2024-04-10,Abendessen,904.0,44.0,68.0,50.0,10.0,9.6
2024-04-10,Mittagessen,805.7,41.25,58.22,43.59,7.52,13.09
2024-04-10,Snack,840.15,26.17,58.36,54.86,7.11,5.56
2024-04-11,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-04-11,Abendessen,618.0,33.96,37.62,36.69,0.0,1.5
2024-04-11,Mittagessen,622.23,38.42,73.35,17.78,6.6,2.8
2024-04-11,Snack,771.18,39.62,50.96,41.24,12.8,26.24
2024-04-12,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-04-12,Abendessen,689.31,57.5,33.02,32.89,14.26,30.45
2024-04-12,Mittagessen,906.4,52.3,84.08,38.6,0.0,19.68
2024-04-12,Snack,383.65,26.35,25.75,14.25,3.44,2.59
2024-04-13,FrÃ¼hstÃ¼ck,886.56,62.41,22.24,55.36,26.18,7.28
2024-04-14,FrÃ¼hstÃ¼ck,917.0,77.69,20.8,53.06,24.26,7.32
2024-04-14,Abendessen,480.0,52.5,2.25,28.5,0.0,1.5
2024-04-14,Mittagessen,164.54,4.56,20.52,5.7,6.46,0.38
2024-04-14,Snack,688.0,25.0,22.8,54.0,0.0,18.7
2024-04-15,FrÃ¼hstÃ¼ck,752.45,56.42,81.7,19.85,8.74,41.89
2024-04-15,Abendessen,103.0,0.6,3.0,9.6,0.2,0.2
2024-04-15,Mittagessen,2422.8,281.36,57.15,111.96,0.06,9.7
2024-04-16,FrÃ¼hstÃ¼ck,543.28,30.95,23.21,35.97,2.5,1.21
2024-04-16,Abendessen,571.5,48.19,39.45,22.43,7.47,21.44
2024-04-16,Mittagessen,945.0,50.96,107.52,34.44,11.9,21.77
2024-04-16,Snack,342.5,45.65,1.75,17.05,1.5,1.65
2024-04-17,FrÃ¼hstÃ¼ck,701.0,78.5,3.75,41.4,1.5,3.75
2024-04-17,Abendessen,1398.49,68.83,46.2,101.23,19.18,27.31
2024-04-17,Mittagessen,877.08,58.87,5.92,68.17,1.92,5.02
2024-04-17,Snack,311.86,4.4,39.37,15.07,1.18,21.02
2024-04-18,FrÃ¼hstÃ¼ck,520.68,15.8,36.16,33.92,1.62,4.55
2024-04-18,Abendessen,1512.18,115.33,114.98,63.58,10.14,23.18
2024-04-18,Mittagessen,1014.26,47.54,73.98,57.48,5.47,10.85
2024-04-19,FrÃ¼hstÃ¼ck,775.3,83.03,79.4,12.2,7.61,59.4
2024-04-19,Abendessen,1527.38,118.13,38.57,95.95,7.5,15.68
2024-04-19,Mittagessen,846.05,72.61,77.41,25.59,5.14,2.53
2024-04-20,FrÃ¼hstÃ¼ck,1088.9,96.03,123.18,20.36,13.06,77.88
2024-04-20,Abendessen,1294.5,107.4,51.6,70.2,6.52,5.1
2024-04-20,Mittagessen,458.0,21.26,48.03,19.4,0.8,3.87
2024-04-21,FrÃ¼hstÃ¼ck,815.12,65.19,75.79,24.78,13.63,22.61
2024-04-21,Abendessen,491.5,32.03,62.6,11.28,1.41,10.12
2024-04-21,Mittagessen,1624.0,91.0,94.0,94.4,11.1,16.5
2024-04-22,FrÃ¼hstÃ¼ck,789.39,59.02,25.79,48.91,4.82,10.54
2024-04-22,Abendessen,466.55,16.98,55.9,18.7,3.23,7.31
2024-04-22,Mittagessen,712.41,63.13,74.39,19.01,1.83,4.15
2024-04-22,Snack,421.3,40.7,5.5,16.5,1.88,3.18
2024-04-23,FrÃ¼hstÃ¼ck,966.05,54.67,64.9,46.4,6.89,5.67
2024-04-23,Abendessen,643.6,57.4,11.4,41.0,6.0,3.23
2024-04-23,Mittagessen,909.65,60.51,105.05,21.05,2.38,21.83
2024-04-24,FrÃ¼hstÃ¼ck,909.5,63.5,23.02,57.01,24.84,7.3
2024-04-24,Abendessen,500.4,22.5,13.5,39.6,6.75,3.15
2024-04-24,Mittagessen,801.97,44.19,45.2,47.26,3.39,4.35
2024-04-24,Snack,451.85,48.05,22.1,18.0,0.0,21.5
2024-04-25,FrÃ¼hstÃ¼ck,596.0,52.0,18.6,30.0,22.0,4.2
2024-04-25,Abendessen,1021.0,67.74,37.19,65.44,0.0,7.93
2024-04-25,Mittagessen,674.97,44.26,57.5,26.87,8.95,14.8
2024-04-25,Snack,478.0,12.5,55.0,22.0,3.75,49.25
2024-04-26,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-04-26,Abendessen,967.2,49.44,120.8,27.36,7.2,10.8
2024-04-26,Mittagessen,945.0,50.96,107.52,34.44,11.9,21.77
2024-04-26,Snack,103.5,24.0,0.75,0.0,0.0,0.0
2024-04-27,FrÃ¼hstÃ¼ck,1081.25,74.94,92.16,42.43,16.85,20.33
2024-04-27,Abendessen,1084.37,60.64,96.23,51.32,4.8,4.63
2024-04-27,Mittagessen,648.0,56.2,67.07,17.85,0.0,0.33
2024-04-27,Snack,129.34,3.77,16.24,5.22,1.1,8.12
2024-04-28,FrÃ¼hstÃ¼ck,609.95,17.51,69.36,28.52,3.13,20.57
2024-04-28,Abendessen,528.0,25.0,23.5,37.0,0.0,1.5
2024-04-28,Mittagessen,1209.5,135.8,83.15,38.15,4.69,7.42
2024-04-29,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-04-29,Abendessen,584.65,40.75,18.15,39.7,8.25,2.31
2024-04-29,Mittagessen,1309.34,74.47,62.3,85.57,11.35,5.59
2024-04-29,Snack,421.3,40.7,5.5,16.5,1.88,3.18
2024-04-30,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-04-30,Abendessen,500.0,30.0,37.0,23.0,8.5,23.0
2024-04-30,Mittagessen,803.92,44.32,45.23,47.4,3.4,4.37
2024-04-30,Snack,410.85,40.15,18.7,16.5,4.79,2.8
2024-05-01,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-01,Abendessen,1094.68,59.16,76.7,57.84,6.24,3.68
2024-05-01,Mittagessen,675.0,34.0,65.0,29.5,0.0,10.5
2024-05-01,Snack,248.0,10.25,12.46,16.97,0.32,10.3
2024-05-02,FrÃ¼hstÃ¼ck,775.3,83.03,79.4,12.2,7.61,59.4
2024-05-02,Mittagessen,807.95,34.75,117.63,19.72,6.5,3.16
2024-05-02,Snack,304.5,4.9,30.8,17.5,0.0,0.0
2024-05-03,FrÃ¼hstÃ¼ck,526.34,11.93,87.94,11.56,9.21,48.42
2024-05-03,Mittagessen,960.0,82.0,60.0,42.0,0.0,0.0
2024-05-04,FrÃ¼hstÃ¼ck,496.56,64.16,4.36,24.88,0.0,2.07
2024-05-04,Abendessen,1481.16,72.6,144.72,69.96,2.16,5.83
2024-05-04,Mittagessen,455.34,19.87,53.24,17.72,1.1,8.12
2024-05-04,Snack,103.5,24.0,0.75,0.0,0.0,0.0
2024-05-05,FrÃ¼hstÃ¼ck,502.0,38.0,2.0,38.0,0.0,2.0
2024-05-05,Abendessen,377.4,39.9,32.4,11.1,0.0,0.0
2024-05-05,Mittagessen,1095.77,72.35,87.79,49.49,4.18,11.14
2024-05-06,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-06,Abendessen,472.36,39.34,33.08,19.16,3.24,8.98
2024-05-06,Mittagessen,907.68,57.24,67.64,42.9,0.0,0.0
2024-05-06,Snack,200.2,19.8,15.95,8.25,3.85,1.21
2024-05-07,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-07,Abendessen,437.5,33.0,1.25,33.5,0.0,1.05
2024-05-07,Mittagessen,675.5,45.97,45.2,35.41,2.8,1.6
2024-05-07,Snack,410.85,40.15,18.7,16.5,4.79,2.8
2024-05-08,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-08,Abendessen,1098.7,91.08,36.83,52.4,0.0,21.27
2024-05-08,Mittagessen,584.1,45.98,31.95,29.31,1.98,1.13
2024-05-09,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-09,Abendessen,665.01,58.59,27.0,35.85,0.0,0.0
2024-05-09,Mittagessen,861.0,44.41,90.57,32.77,6.86,6.48
2024-05-09,Snack,295.2,22.68,1.2,22.2,0.0,0.0
2024-05-10,FrÃ¼hstÃ¼ck,262.95,10.2,39.8,6.35,3.9,1.88
2024-05-10,Abendessen,1603.46,157.15,144.94,39.1,9.95,99.85
2024-05-10,Mittagessen,444.4,4.74,39.52,29.18,1.15,0.5
2024-05-10,Snack,379.52,4.77,42.18,20.84,0.0,33.02
2024-05-11,FrÃ¼hstÃ¼ck,617.29,69.87,56.96,13.07,5.9,29.53
2024-05-11,Abendessen,795.6,33.16,150.84,1.05,11.82,13.64
2024-05-11,Mittagessen,355.6,16.44,34.73,17.15,0.0,0.0
2024-05-11,Snack,459.0,50.05,25.5,16.9,0.0,2.8
2024-05-12,FrÃ¼hstÃ¼ck,495.0,62.44,28.1,13.47,2.24,1.28
2024-05-12,Abendessen,800.0,82.54,7.92,49.9,0.16,5.92
2024-05-12,Mittagessen,520.0,16.5,67.44,19.7,4.87,5.04
2024-05-12,Snack,192.0,2.0,48.0,2.0,0.0,0.0
2024-05-13,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-13,Abendessen,524.0,25.8,65.2,16.8,3.0,30.76
2024-05-13,Mittagessen,712.41,63.13,74.39,19.01,1.83,4.15
2024-05-13,Snack,400.4,39.6,31.9,16.5,7.7,2.42
2024-05-14,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-14,Abendessen,810.3,23.35,84.6,39.6,0.23,38.55
2024-05-14,Mittagessen,593.92,21.34,111.36,5.1,0.0,0.0
2024-05-14,Snack,590.4,61.4,39.3,24.5,7.9,9.82
2024-05-15,FrÃ¼hstÃ¼ck,810.45,62.42,77.2,25.85,11.24,15.39
2024-05-15,Abendessen,906.5,28.18,190.54,1.42,3.36,0.56
2024-05-15,Mittagessen,788.0,24.64,137.6,13.76,0.0,0.0
2024-05-15,Snack,347.5,43.0,2.25,18.0,0.0,1.5
2024-05-16,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-16,Mittagessen,569.6,34.48,38.18,32.16,2.24,1.28
2024-05-16,Snack,100.0,4.0,2.5,5.0,0.0,2.5
2024-05-17,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-17,Abendessen,870.0,42.0,114.0,21.6,5.4,15.0
2024-05-17,Mittagessen,381.0,29.2,48.0,7.2,0.0,0.0
2024-05-17,Snack,61.75,13.65,0.33,0.65,0.33,0.33
2024-05-18,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-18,Abendessen,848.55,48.66,31.25,58.24,1.69,2.08
2024-05-18,Mittagessen,851.61,41.74,74.02,41.28,8.11,6.3
2024-05-18,Snack,358.85,17.25,51.45,8.35,8.25,41.21
2024-05-19,FrÃ¼hstÃ¼ck,1179.0,50.19,149.77,38.42,16.24,44.49
2024-05-19,Abendessen,1412.6,97.08,62.44,85.9,0.0,0.0
2024-05-19,Snack,385.55,21.75,45.14,13.15,7.25,16.9
2024-05-20,FrÃ¼hstÃ¼ck,900.95,68.12,74.35,35.2,10.94,15.39
2024-05-20,Mittagessen,1591.24,114.92,58.17,90.21,14.25,47.31
2024-05-20,Snack,158.85,15.75,9.45,5.85,6.75,2.21
2024-05-21,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-21,Abendessen,514.72,34.23,52.93,19.66,6.33,1.77
2024-05-21,Mittagessen,1068.62,76.32,97.39,40.62,0.46,4.3
2024-05-21,Snack,644.35,32.29,47.79,35.32,3.02,8.6
2024-05-22,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-22,Abendessen,533.88,33.0,0.5,44.24,0.0,0.0
2024-05-22,Mittagessen,923.01,49.15,58.83,52.83,7.59,9.32
2024-05-22,Snack,513.6,17.16,75.96,13.26,7.16,8.54
2024-05-23,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-23,Abendessen,255.5,10.0,24.5,13.0,2.5,1.0
2024-05-23,Mittagessen,881.74,106.52,75.94,16.07,1.42,3.39
2024-05-24,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
2024-05-24,Abendessen,773.05,33.5,67.08,34.75,2.7,3.38
2024-05-24,Mittagessen,800.0,36.4,112.8,20.8,8.8,6.0
2024-05-25,FrÃ¼hstÃ¼ck,637.45,56.42,54.2,19.85,8.74,14.39
